City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Current Description,Date
0,Aquiraz,-3.9014,-38.3911,82.49,66,89,10.13,BR,overcast clouds,2022-11-08 20:27:32
1,Yellowknife,62.456,-114.3525,10.92,85,100,3.44,CA,light snow,2022-11-08 20:27:32
2,Ushuaia,-54.8,-68.3,55.02,53,40,23.02,AR,scattered clouds,2022-11-08 20:24:11
3,Albany,42.6001,-73.9662,52.45,34,0,1.01,US,clear sky,2022-11-08 20:24:16
4,Champerico,14.3,-91.9167,84.74,70,99,3.51,GT,light rain,2022-11-08 20:27:33
5,Rikitea,-23.1203,-134.9692,75.09,90,77,15.9,PF,light rain,2022-11-08 20:27:34
6,Faanui,-16.4833,-151.75,78.39,70,93,9.95,PF,overcast clouds,2022-11-08 20:27:34
7,Verkhnyaya Toyma,62.2349,44.9985,33.4,99,100,3.2,RU,overcast clouds,2022-11-08 20:27:35
8,Mataura,-46.1927,168.8643,55.18,76,96,2.93,NZ,overcast clouds,2022-11-08 20:27:35
9,Port Alfred,-33.5906,26.891,65.17,91,56,7.67,ZA,broken clouds,2022-11-08 20:27:36
10,Lebu,-37.6167,-73.65,60.48,74,97,11.48,CL,overcast clouds,2022-11-08 20:27:36
11,Santa Maria Da Boa Vista,-8.8078,-39.8256,83.48,54,53,8.79,BR,broken clouds,2022-11-08 20:25:17
12,Punta Arenas,-53.15,-70.9167,55.51,47,40,21.85,CL,scattered clouds,2022-11-08 20:27:37
13,Jamestown,42.097,-79.2353,55.53,47,0,6.91,US,clear sky,2022-11-08 20:27:37
14,Georgetown,5.4112,100.3354,80.24,92,20,3.44,MY,few clouds,2022-11-08 20:26:36
15,Stornoway,58.2093,-6.3865,49.96,84,75,21.85,GB,broken clouds,2022-11-08 20:27:38
16,Ichinohe,40.2069,141.3017,44.94,78,92,4.81,JP,overcast clouds,2022-11-08 20:27:38
17,Cape Town,-33.9258,18.4232,62.28,68,20,4.61,ZA,few clouds,2022-11-08 20:27:39
18,Puerto Carreno,6.189,-67.4859,89.58,62,20,3.44,CO,few clouds,2022-11-08 20:27:40
19,Luderitz,-26.6481,15.1594,60.51,83,77,10.6,NA,broken clouds,2022-11-08 20:27:40
20,Acapulco,16.8634,-99.8901,85.82,74,0,8.05,MX,clear sky,2022-11-08 20:27:41
21,Dikson,73.5069,80.5464,5.34,96,100,5.26,RU,overcast clouds,2022-11-08 20:27:41
22,Kampil,27.6167,79.2833,71.01,67,92,5.57,IN,overcast clouds,2022-11-08 20:27:41
23,Khandyga,62.6667,135.6,-32.78,98,14,2.04,RU,few clouds,2022-11-08 20:27:42
24,Kaltasy,55.9693,54.8032,31.87,96,100,9.66,RU,overcast clouds,2022-11-08 20:27:42
25,Caravelas,-17.7125,-39.2481,73.67,70,100,7.16,BR,overcast clouds,2022-11-08 20:27:43
26,East London,-33.0153,27.9116,66.07,87,35,5.77,ZA,scattered clouds,2022-11-08 20:27:42
27,Talnakh,69.4865,88.3972,-15.34,98,41,3.56,RU,scattered clouds,2022-11-08 20:27:44
28,Jalu,29.0331,21.5482,68.2,56,33,3.6,LY,scattered clouds,2022-11-08 20:27:44
29,Polson,47.6936,-114.1632,22.77,75,92,4.25,US,overcast clouds,2022-11-08 20:27:45
30,Hobart,-42.8794,147.3294,58.05,85,0,8.05,AU,clear sky,2022-11-08 20:27:45
31,Pyapon,16.2833,95.6833,70.95,82,12,5.55,MM,few clouds,2022-11-08 20:27:45
32,Severo-Kurilsk,50.6789,156.125,34.84,66,100,10.42,RU,overcast clouds,2022-11-08 20:27:46
33,Saint George,37.1041,-113.5841,71.26,38,100,16.11,US,overcast clouds,2022-11-08 20:27:47
34,Chuy,-33.6971,-53.4616,64.96,63,0,11.68,UY,clear sky,2022-11-08 20:27:47
35,Khatanga,71.9667,102.5,-17.7,100,99,6.29,RU,overcast clouds,2022-11-08 20:24:16
36,Hilo,19.7297,-155.09,82.26,69,75,8.05,US,broken clouds,2022-11-08 20:27:48
37,Lapeer,43.0514,-83.3188,55.67,60,0,5.75,US,clear sky,2022-11-08 20:27:48
38,Saskylakh,71.9167,114.0833,-5.13,99,100,2.8,RU,overcast clouds,2022-11-08 20:27:49
39,Konstantinovka,49.6167,127.9833,33.33,56,100,10.13,RU,overcast clouds,2022-11-08 20:27:49
40,Adrar,20.5022,-10.0711,81.52,13,98,9.62,MR,overcast clouds,2022-11-08 20:27:50
41,Bethanien,-26.502,17.1583,69.67,34,54,11.41,NA,broken clouds,2022-11-08 20:27:50
42,Abha,18.2164,42.5053,64.22,88,0,9.22,SA,clear sky,2022-11-08 20:27:51
43,Mahebourg,-20.4081,57.7,74.25,78,40,8.05,MU,scattered clouds,2022-11-08 20:27:51
44,Vaini,-21.2,-175.2,78.96,69,40,10.36,TO,scattered clouds,2022-11-08 20:27:52
45,Salta,-24.7859,-65.4117,82.99,24,29,13.8,AR,smoke,2022-11-08 20:27:52
46,Pulaski,34.7668,-92.3001,78.15,60,20,1.99,US,few clouds,2022-11-08 20:27:53
47,Svetlogorsk,52.6333,29.7333,45.37,90,88,7.61,BY,overcast clouds,2022-11-08 20:27:53
48,Tuatapere,-46.1333,167.6833,57.56,72,100,3.53,NZ,overcast clouds,2022-11-08 20:27:54
49,Provideniya,64.3833,-173.3,29.01,94,100,13.65,RU,light snow,2022-11-08 20:28:54
50,Ilulissat,69.2167,-51.1,-11.4,80,7,6.67,GL,clear sky,2022-11-08 20:28:55
51,Yumen,40.2833,97.2,38.71,34,0,7.4,CN,clear sky,2022-11-08 20:28:55
52,Lewisville,33.0462,-96.9942,81.16,76,75,11.5,US,broken clouds,2022-11-08 20:23:57
53,Bluff,-46.6,168.3333,54.01,79,100,13.65,NZ,overcast clouds,2022-11-08 20:28:56
54,Chokurdakh,70.6333,147.9167,-4.09,99,99,8.68,RU,overcast clouds,2022-11-08 20:24:16
55,Kambam,5.2505,96.8629,78.12,82,100,3.11,ID,moderate rain,2022-11-08 20:28:57
56,Sokode,8.9833,1.1333,78.82,48,58,3.29,TG,broken clouds,2022-11-08 20:28:57
57,Panuco,22.05,-98.1667,84.38,51,17,4.38,MX,few clouds,2022-11-08 20:28:58
58,Fort Nelson,58.8053,-122.7002,-6.21,71,20,0.0,CA,few clouds,2022-11-08 20:28:58
59,Eyl,7.9803,49.8164,78.49,72,0,8.55,SO,clear sky,2022-11-08 20:28:59
60,Kantang,7.4054,99.5156,75.25,93,93,3.69,TH,overcast clouds,2022-11-08 20:28:59
61,Hermanus,-34.4187,19.2345,60.8,79,98,9.26,ZA,overcast clouds,2022-11-08 20:29:00
62,Hithadhoo,-0.6,73.0833,81.16,79,100,16.17,MV,overcast clouds,2022-11-08 20:29:00
63,Dondo,-19.6094,34.7431,75.67,87,91,6.26,MZ,overcast clouds,2022-11-08 20:29:01
64,Atuona,-9.8,-139.0333,76.71,70,98,13.09,PF,overcast clouds,2022-11-08 20:29:01
65,Harper,4.375,-7.7169,78.55,84,33,7.54,LR,scattered clouds,2022-11-08 20:29:02
66,Kapaa,22.0752,-159.319,80.92,82,20,20.71,US,heavy intensity rain,2022-11-08 20:29:02
67,Salalah,17.0151,54.0924,78.89,73,20,4.61,OM,few clouds,2022-11-08 20:29:03
68,Evensk,61.95,159.2333,21.56,89,100,3.89,RU,snow,2022-11-08 20:29:03
69,Lorengau,-2.0226,147.2712,81.21,78,99,5.12,PG,overcast clouds,2022-11-08 20:29:04
70,Manokwari,-0.8667,134.0833,78.22,81,98,3.6,ID,overcast clouds,2022-11-08 20:29:04
71,Nikki,9.9401,3.2108,78.33,36,70,3.31,BJ,broken clouds,2022-11-08 20:29:05
72,Lang Son,21.8333,106.7333,62.69,83,0,0.31,VN,clear sky,2022-11-08 20:29:06
73,Songjianghe,42.1859,127.479,31.03,75,7,6.2,CN,clear sky,2022-11-08 20:29:06
74,Kahului,20.8947,-156.47,84.22,65,20,18.41,US,few clouds,2022-11-08 20:29:07
75,Andenes,69.3143,16.1194,35.58,64,20,14.97,NO,few clouds,2022-11-08 20:29:07
76,New Norfolk,-42.7826,147.0587,57.7,63,85,1.63,AU,overcast clouds,2022-11-08 20:29:08
77,Qaanaaq,77.484,-69.3632,-9.45,75,26,7.09,GL,scattered clouds,2022-11-08 20:29:08
78,Mar Del Plata,-38.0023,-57.5575,77.83,55,0,17.27,AR,light rain,2022-11-08 20:29:09
79,Krasnorechenskiy,44.6265,135.3532,29.55,68,5,2.82,RU,clear sky,2022-11-08 20:29:09
80,San Juan,-31.5375,-68.5364,92.21,15,99,7.81,AR,overcast clouds,2022-11-08 20:26:18
81,Constantine,36.365,6.6147,63.81,42,0,1.14,DZ,clear sky,2022-11-08 20:29:10
82,Lagoa,39.05,-27.9833,65.37,79,68,19.24,PT,broken clouds,2022-11-08 20:29:11
83,Kodiak,57.79,-152.4072,42.31,100,100,17.27,US,mist,2022-11-08 20:29:11
84,Tiksi,71.6872,128.8694,-8.28,96,99,9.22,RU,overcast clouds,2022-11-08 20:29:12
85,Ostrovnoy,68.0531,39.5131,35.82,82,77,5.73,RU,broken clouds,2022-11-08 20:29:12
86,Kavieng,-2.5744,150.7967,83.07,72,81,6.73,PG,broken clouds,2022-11-08 20:29:13
87,Moyale,3.5167,39.0584,71.64,60,95,6.82,KE,overcast clouds,2022-11-08 20:29:13
88,Bethel,41.3712,-73.414,56.53,37,0,12.66,US,clear sky,2022-11-08 20:29:14
89,Bontang,0.1333,117.5,76.17,91,100,4.65,ID,overcast clouds,2022-11-08 20:29:14
90,Vostok,46.4856,135.8833,24.03,79,2,5.08,RU,clear sky,2022-11-08 20:29:15
91,Talaya,61.3833,152.75,-1.71,100,100,3.22,RU,overcast clouds,2022-11-08 20:29:16
92,Avarua,-21.2078,-159.775,77.05,61,20,14.97,CK,few clouds,2022-11-08 20:29:16
93,Butaritari,3.0707,172.7902,80.49,74,97,10.02,KI,overcast clouds,2022-11-08 20:29:17
94,Beira,-19.8436,34.8389,78.44,81,86,9.33,MZ,overcast clouds,2022-11-08 20:30:18
95,Umm Kaddadah,13.6017,26.6876,75.4,17,0,11.63,SD,clear sky,2022-11-08 20:30:18
96,Yeppoon,-23.1333,150.7333,64.18,71,32,14.52,AU,scattered clouds,2022-11-08 20:30:19
97,Hasaki,35.7333,140.8333,47.21,54,1,8.37,JP,clear sky,2022-11-08 20:30:20
98,Narsaq,60.9167,-46.05,26.82,70,16,8.72,GL,few clouds,2022-11-08 20:30:20
99,Ahipara,-35.1667,173.1667,66.43,72,23,6.13,NZ,few clouds,2022-11-08 20:30:21
100,Mayo,38.8876,-76.5119,62.55,43,0,9.22,US,clear sky,2022-11-08 20:30:21
101,Savinka,50.0785,47.0994,33.53,75,59,7.23,RU,broken clouds,2022-11-08 20:30:22
102,Kathmandu,27.7167,85.3167,57.42,88,75,2.3,NP,broken clouds,2022-11-08 20:27:37
103,Stykkisholmur,65.0757,-22.7297,39.63,83,100,13.56,IS,overcast clouds,2022-11-08 20:30:23
104,Banjar,-8.19,114.9675,76.95,87,93,3.4,ID,overcast clouds,2022-11-08 20:30:24
105,Tigil,57.8,158.6667,11.48,94,78,7.23,RU,broken clouds,2022-11-08 20:30:24
106,Fortuna,40.5982,-124.1573,48.65,92,100,1.01,US,overcast clouds,2022-11-08 20:30:25
107,Puerto Ayora,-0.7393,-90.3518,75.16,78,33,5.01,EC,scattered clouds,2022-11-08 20:30:25
108,Kruisfontein,-34.0033,24.7314,63.88,79,79,4.36,ZA,broken clouds,2022-11-08 20:30:26
109,Hami,42.8,93.45,45.1,31,53,5.1,CN,broken clouds,2022-11-08 20:30:26
110,Mabaruma,8.2,-59.7833,78.82,87,99,4.38,GY,overcast clouds,2022-11-08 20:30:27
111,Malakal,9.5334,31.6605,77.56,35,85,3.58,SS,overcast clouds,2022-11-08 20:30:28
112,Thompson,55.7435,-97.8558,6.96,78,100,10.36,CA,light snow,2022-11-08 20:26:35
113,Rio Grande,-32.035,-52.0986,71.71,70,2,13.35,BR,clear sky,2022-11-08 20:30:28
114,Lisala,2.15,21.5167,71.46,94,99,0.69,CD,overcast clouds,2022-11-08 20:30:29
115,Magadi,12.9667,77.2333,63.43,89,86,5.73,IN,overcast clouds,2022-11-08 20:30:29
116,San Jose,37.3394,-121.895,54.36,83,100,9.22,US,overcast clouds,2022-11-08 20:26:48
117,Camocim,-2.9022,-40.8411,80.46,70,100,17.18,BR,overcast clouds,2022-11-08 20:30:30
118,Marechal Candido Rondon,-24.5561,-54.0567,74.75,52,66,1.68,BR,broken clouds,2022-11-08 20:26:10
119,Cherskiy,68.75,161.3,-0.89,98,100,5.35,RU,overcast clouds,2022-11-08 20:30:31
120,Pangnirtung,66.1451,-65.7125,12.2,62,40,0.0,CA,scattered clouds,2022-11-08 20:30:31
121,Cap Malheureux,-19.9842,57.6142,74.46,70,75,5.01,MU,broken clouds,2022-11-08 20:30:32
122,Portland,45.5234,-122.6762,53.62,70,40,19.57,US,scattered clouds,2022-11-08 20:26:20
123,Birao,10.2849,22.7882,78.01,27,8,5.61,CF,clear sky,2022-11-08 20:30:33
124,Broken Hill,-31.95,141.4333,69.15,53,68,14.58,AU,broken clouds,2022-11-08 20:30:33
125,Sola,-13.8833,167.55,75.87,94,97,0.0,VU,overcast clouds,2022-11-08 20:30:34
126,Arraial Do Cabo,-22.9661,-42.0278,73.26,73,100,5.75,BR,moderate rain,2022-11-08 20:30:34
127,Teya,60.3778,92.6267,18.73,93,100,6.13,RU,overcast clouds,2022-11-08 20:30:35
128,Yabassi,4.457,9.9682,75.27,96,80,0.72,CM,broken clouds,2022-11-08 20:30:35
129,Mount Isa,-20.7333,139.5,69.57,60,7,0.0,AU,clear sky,2022-11-08 20:30:06
130,Hauterive,46.0901,3.4459,63.36,89,100,7.61,FR,overcast clouds,2022-11-08 20:30:36
131,Port Elizabeth,-33.918,25.5701,66.09,87,100,11.5,ZA,overcast clouds,2022-11-08 20:30:36
132,Martapura,-3.4167,114.85,73.69,95,99,1.21,ID,overcast clouds,2022-11-08 20:30:37
133,Te Anau,-45.4167,167.7167,59.4,67,100,3.31,NZ,overcast clouds,2022-11-08 20:30:37
134,Shanghai,31.2222,121.4581,63.93,81,0,5.99,CN,clear sky,2022-11-08 20:30:29
135,Lompoc,34.6391,-120.4579,55.53,92,100,8.05,US,overcast clouds,2022-11-08 20:30:38
136,Rocha,-34.4833,-54.3333,62.76,73,0,11.36,UY,clear sky,2022-11-08 20:30:39
137,Puerto Penasco,31.3167,-113.5333,72.91,72,2,20.0,MX,clear sky,2022-11-08 20:30:39
138,Barrow,71.2906,-156.7887,30.22,86,100,19.57,US,overcast clouds,2022-11-08 20:30:40
139,Were Ilu,10.6,39.4333,48.79,76,20,6.06,ET,few clouds,2022-11-08 20:30:40
140,Mogadishu,2.0371,45.3438,78.67,78,66,10.4,SO,broken clouds,2022-11-08 20:31:41
141,Cabo San Lucas,22.8909,-109.9124,85.6,57,0,10.36,MX,clear sky,2022-11-08 20:31:41
142,Touros,-5.1989,-35.4608,78.93,77,39,10.45,BR,scattered clouds,2022-11-08 20:31:42
143,Contamana,-7.3333,-75.0167,99.14,26,72,4.97,PE,broken clouds,2022-11-08 20:31:43
144,Tuktoyaktuk,69.4541,-133.0374,14.0,79,100,11.5,CA,overcast clouds,2022-11-08 20:31:43
145,Sao Filipe,14.8961,-24.4956,78.62,67,100,6.67,CV,overcast clouds,2022-11-08 20:31:44
146,Sattahip,12.6664,100.9007,79.99,78,76,5.75,TH,broken clouds,2022-11-08 20:31:44
147,Nanakuli,21.3906,-158.1547,84.15,70,100,17.92,US,overcast clouds,2022-11-08 20:31:45
148,Palmer,42.1584,-72.3287,53.85,27,0,7.0,US,clear sky,2022-11-08 20:31:45
149,Elizabeth City,36.2946,-76.2511,60.03,63,100,20.71,US,overcast clouds,2022-11-08 20:31:46
150,Pirapozinho,-22.2753,-51.5,83.68,28,0,3.44,BR,clear sky,2022-11-08 20:31:46
151,Rawson,-43.3002,-65.1023,76.57,34,81,4.88,AR,broken clouds,2022-11-08 20:31:47
152,Shingu,33.7333,135.9833,51.37,76,0,5.88,JP,clear sky,2022-11-08 20:31:47
153,Labuan,5.2767,115.2417,79.16,88,20,2.3,MY,few clouds,2022-11-08 20:31:48
154,Rio Gallegos,-51.6226,-69.2181,62.65,34,75,20.71,AR,broken clouds,2022-11-08 20:31:48
155,Sechura,-5.5569,-80.8222,73.36,63,41,14.65,PE,scattered clouds,2022-11-08 20:31:49
156,Saint-Denis,48.9167,2.3333,59.77,76,75,21.85,FR,broken clouds,2022-11-08 20:29:07
157,Labytnangi,66.6572,66.4183,18.63,96,100,4.76,RU,overcast clouds,2022-11-08 20:31:49
158,Cockburn Town,21.4612,-71.1419,81.59,73,0,13.78,TC,clear sky,2022-11-08 20:31:50
159,Teguldet,57.3064,88.1667,21.54,98,100,2.71,RU,overcast clouds,2022-11-08 20:31:50
160,Tamandare,-8.7597,-35.1047,77.67,79,12,6.91,BR,few clouds,2022-11-08 20:31:51
161,Necochea,-38.5473,-58.7368,80.67,24,97,14.43,AR,overcast clouds,2022-11-08 20:31:51
162,Tasiilaq,65.6145,-37.6368,30.36,95,100,6.35,GL,light snow,2022-11-08 20:31:52
163,Esperance,-33.8667,121.9,58.26,78,100,8.75,AU,overcast clouds,2022-11-08 20:27:02
164,Beloha,-25.1667,45.05,75.24,70,0,1.95,MG,clear sky,2022-11-08 20:31:53
165,Ozernovskiy,51.5,156.5167,35.02,63,100,14.81,RU,overcast clouds,2022-11-08 20:31:53
166,Charlestown,-32.95,151.6667,62.69,92,0,1.99,AU,clear sky,2022-11-08 20:27:14
167,Vao,-22.6667,167.4833,74.79,84,9,9.53,NC,clear sky,2022-11-08 20:31:54
168,Washougal,45.5826,-122.3534,53.49,70,0,23.0,US,clear sky,2022-11-08 20:31:54
169,Pisco,-13.7,-76.2167,67.01,77,0,10.36,PE,clear sky,2022-11-08 20:31:55
170,Jumla,29.2747,82.1838,40.69,75,13,4.68,NP,few clouds,2022-11-08 20:31:55
171,Castro,-24.7911,-50.0119,61.9,67,76,3.04,BR,broken clouds,2022-11-08 20:31:56
172,Praia Da Vitoria,38.7333,-27.0667,65.75,88,20,9.06,PT,few clouds,2022-11-08 20:31:56
173,Busselton,-33.65,115.3333,57.54,84,82,3.31,AU,broken clouds,2022-11-08 20:31:57
174,Jawar,23.0,76.5,73.22,39,82,6.71,IN,broken clouds,2022-11-08 20:31:57
175,Madridejos,39.4682,-3.532,57.72,78,100,7.05,ES,overcast clouds,2022-11-08 20:31:58
176,Naze,28.3667,129.4833,72.52,72,98,14.23,JP,overcast clouds,2022-11-08 20:31:58
177,Batticaloa,7.7102,81.6924,76.42,91,100,6.96,LK,very heavy rain,2022-11-08 20:31:59
178,Sistranda,63.7256,8.834,44.56,73,100,8.32,NO,light rain,2022-11-08 20:31:59
179,Saint Anthony,45.0205,-93.218,50.14,70,100,18.41,US,overcast clouds,2022-11-08 20:30:35
180,Waingapu,-9.6567,120.2641,78.91,82,100,8.95,ID,overcast clouds,2022-11-08 20:32:00
181,Bengkulu,-3.8004,102.2655,75.96,91,100,3.6,ID,overcast clouds,2022-11-08 20:32:00
182,Ribeira Grande,38.5167,-28.7,66.78,82,20,13.8,PT,few clouds,2022-11-08 20:32:01
183,Mildura,-34.2,142.15,67.06,75,20,15.73,AU,few clouds,2022-11-08 20:31:40
184,Dawlatabad,36.4141,64.9053,39.56,83,18,6.89,AF,few clouds,2022-11-08 20:32:02
185,Ponta Do Sol,32.6667,-17.1,70.72,81,98,8.14,PT,light rain,2022-11-08 20:32:02
186,Mbandaka,0.0487,18.2603,71.64,91,97,2.57,CD,overcast clouds,2022-11-08 20:32:03
187,Torbay,47.6666,-52.7314,44.28,65,75,33.38,CA,broken clouds,2022-11-08 20:32:03
188,Itoman,26.1247,127.6694,75.22,83,100,10.36,JP,overcast clouds,2022-11-08 20:33:04
189,Hastings,50.8552,0.5729,58.75,73,7,26.66,GB,clear sky,2022-11-08 20:33:05
190,Aksarka,66.5606,67.7975,17.56,96,100,5.21,RU,light snow,2022-11-08 20:33:05
191,Bedford,52.1346,-0.4663,53.91,83,52,18.79,GB,broken clouds,2022-11-08 20:30:30
192,Kabo,7.6994,18.629,77.32,65,82,4.36,CF,broken clouds,2022-11-08 20:33:06
193,Vestmannaeyjar,63.4427,-20.2734,43.25,71,100,7.54,IS,overcast clouds,2022-11-08 20:33:07
194,Hambantota,6.1241,81.1185,77.58,84,99,4.38,LK,moderate rain,2022-11-08 20:33:07
195,Moba,33.2288,105.0179,48.13,93,100,4.5,CN,overcast clouds,2022-11-08 20:33:08
196,Danjiangkou,32.5428,111.5086,58.95,77,61,3.53,CN,broken clouds,2022-11-08 20:33:08
197,Carnarvon,-24.8667,113.6333,65.68,68,0,10.38,AU,clear sky,2022-11-08 20:33:09
198,Aitape,-3.1374,142.3475,78.8,81,100,2.98,PG,overcast clouds,2022-11-08 20:33:09
199,Qui Nhon,13.7667,109.2333,72.32,91,70,7.47,VN,broken clouds,2022-11-08 20:31:51
200,Ancud,-41.8697,-73.8203,58.26,81,94,7.67,CL,overcast clouds,2022-11-08 20:33:11
201,Saint-Joseph,-21.3667,55.6167,76.48,81,55,7.36,RE,broken clouds,2022-11-08 20:33:11
202,Masaka,-0.3338,31.7341,61.14,90,21,2.89,UG,few clouds,2022-11-08 20:33:11
203,Kaz,52.9113,87.3105,27.63,98,99,1.77,RU,light snow,2022-11-08 20:33:12
204,Lusambo,-4.9667,23.45,70.45,98,99,1.99,CD,moderate rain,2022-11-08 20:33:13
205,Amahai,-3.3333,128.9167,78.6,84,100,3.42,ID,overcast clouds,2022-11-08 20:33:13
206,Peleduy,59.6289,112.7406,20.17,94,100,9.73,RU,light snow,2022-11-08 20:33:14
207,Tecoanapa,16.5167,-98.75,84.96,70,78,8.59,MX,broken clouds,2022-11-08 20:33:14
208,Toamasina,-18.1667,49.3833,69.8,94,40,2.3,MG,scattered clouds,2022-11-08 20:33:14
209,Mount Gambier,-37.8333,140.7667,65.17,66,23,8.57,AU,few clouds,2022-11-08 20:33:15
210,Vestmanna,62.1564,-7.1664,47.32,87,75,12.66,FO,broken clouds,2022-11-08 20:33:15
211,Upernavik,72.7868,-56.1549,4.41,63,23,6.91,GL,few clouds,2022-11-08 20:33:16
212,Hwange,-18.3693,26.5019,76.96,54,90,1.66,ZW,overcast clouds,2022-11-08 20:33:17
213,Xining,36.6167,101.7667,40.08,69,41,0.85,CN,scattered clouds,2022-11-08 20:33:18
214,Kurumkan,54.3,110.3,16.25,83,12,4.07,RU,few clouds,2022-11-08 20:33:18
215,Nortelandia,-14.4547,-56.8028,91.58,29,11,4.0,BR,few clouds,2022-11-08 20:33:19
216,Nhulunbuy,-12.2333,136.7667,77.61,88,67,0.0,AU,broken clouds,2022-11-08 20:33:19
217,Belyy Yar,53.6039,91.3903,26.49,96,40,4.47,RU,light shower snow,2022-11-08 20:33:20
218,Ovre Ardal,61.3167,7.8,40.08,99,100,4.38,NO,overcast clouds,2022-11-08 20:33:20
219,Xaxim,-26.9617,-52.5347,75.58,68,69,3.0,BR,broken clouds,2022-11-08 20:33:21
220,Fairbanks,64.8378,-147.7164,22.96,86,75,0.0,US,broken clouds,2022-11-08 20:30:03
221,Tema,5.667,-0.0166,81.21,76,89,8.93,GH,light rain,2022-11-08 20:33:21
222,Pontian Kecil,1.4801,103.3899,78.39,89,98,4.81,MY,overcast clouds,2022-11-08 20:33:22
223,Sivas,39.7916,37.0019,43.43,93,100,6.91,TR,light rain,2022-11-08 20:33:22
224,Celestun,20.8667,-90.4,82.67,58,20,16.96,MX,few clouds,2022-11-08 20:33:23
225,Kaitangata,-46.2817,169.8464,59.7,63,95,6.24,NZ,overcast clouds,2022-11-08 20:33:23
226,Avera,33.194,-82.5271,80.38,22,0,13.78,US,clear sky,2022-11-08 20:33:24
227,Sao Felix Do Xingu,-6.6447,-51.995,81.43,73,97,2.01,BR,moderate rain,2022-11-08 20:33:24
228,Clyde River,70.4692,-68.5914,8.83,85,100,14.97,CA,light snow,2022-11-08 20:33:25
229,Nabire,-3.3667,135.4833,74.98,91,100,4.36,ID,light rain,2022-11-08 20:33:25
230,Souillac,-20.5167,57.5167,73.78,78,40,8.05,MU,scattered clouds,2022-11-08 20:33:26
231,Laramie,41.3114,-105.5911,60.1,19,0,18.41,US,clear sky,2022-11-08 20:33:27
232,Saint-Philippe,-21.3585,55.7679,69.39,81,54,8.48,RE,broken clouds,2022-11-08 20:34:27
233,Sinjai,-5.1241,120.253,74.97,93,100,2.82,ID,overcast clouds,2022-11-08 20:34:28
